X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
0.5519447893707109,0.5672924602392762,1.1901703391129925,0.6450297059636507,-0.43615058074506025,-0.8960345703747445,0.7104737495395096,-0.8713906708237857,-0.8860074769266366,0.6965751066017942,-1.270500548384357,-0.07412004479129025,1.6900958154515549
-1.6073811995795888,-0.25168609151460875,1.1901703391129925,-0.9449232766722016,0.26380729421520677,-0.37122739860305287,0.6870568079589041,0.14923900981639254,-0.1389369051221715,0.574001804581736,-0.5359558121994538,-0.07412004479129025,1.1410330045520618
-1.6073811995795888,-0.25168609151460875,-1.0889975218693848,-0.4149389491269174,-0.0686726963909186,-0.23087199219899576,0.2958323874139591,-0.00012143125290175493,0.23459838078006073,-0.34529796056870043,0.48110613021041215,-0.07412004479129025,1.7101878155342436
-0.31178560620940904,1.386271011993161,-0.861080735771147,0.6450297059636507,-1.048613721335294,-1.306421573882259,-0.8031489053861861,-1.7177665035497873,-2.346190867271727,1.0030083616519396,0.48110613021041215,-0.07412004479129025,1.8531680973566984
-0.31178560620940904,0.5672924602392762,-1.0889975218693848,-0.9449232766722016,0.9812641160494819,0.9682513712095786,0.4476387673158157,1.966457709492808,2.3230002065061783,-1.1420244236990786,-0.5359558121994538,-0.07412004479129025,1.3270750014599193
1.4156751849508307,1.386271011993161,-1.0889975218693848,-1.4749076042174856,0.5787883379473289,0.3610616782876794,0.14442974788418164,1.543269793129807,0.31949276393965903,-0.651731215618846,0.48110613021041215,-0.07412004479129025,2.0744289998562917
1.4156751849508307,1.386271011993161,-1.0889975218693848,1.1750140335089347,0.26380729421520677,0.6188884574429582,0.43310411392095743,1.344122538370748,0.20064062751622155,0.8191484086218523,0.2550923652304418,-0.07412004479129025,2.329227023940467
-0.31178560620940904,-0.25168609151460875,1.1901703391129925,-1.4749076042174856,0.26380729421520677,-0.1988343450850263,0.7847619780021203,0.17413241666127485,0.31949276393965903,-0.5904445646088168,0.48110613021041215,-0.07412004479129025,2.6433338863825186
-0.7436508039994689,-0.25168609151460875,-1.0889975218693848,0.6450297059636507,0.4212978160812678,-0.5604020767998255,-0.3404624389831859,-0.2988423133914906,0.1157462443566233,-0.5291579135987877,-0.5359558121994538,-0.07412004479129025,0.0
-0.31178560620940904,0.5672924602392762,-0.6331639496729092,0.11504537841836665,-0.9786179338392662,-1.5718763642551496,-1.9945867433925153,-1.3443654008765513,-1.4972470356757441,1.0642950126619688,-1.270500548384357,-0.07412004479129025,3.966132331075178
0.9838099871607708,-0.25168609151460875,1.1901703391129925,-0.9449232766722016,0.17631255984517336,-0.05542773419392443,0.8602614275809696,-0.6722434160647266,0.06480961446086421,-0.03886470551855496,-1.0444867834043865,-0.07412004479129025,0.0
-1.6073811995795888,-0.25168609151460875,-1.0889975218693848,1.704998361054219,0.19381150671918154,1.2108221279296338,0.3430700109472495,-0.2739489065466083,0.16668287425238176,0.3288552005416196,-0.02742484099452092,-0.07412004479129025,4.427836170705175
0.5519447893707109,0.5672924602392762,-1.0889975218693848,0.11504537841836665,0.24630834734120105,1.390843192665272,0.45853975736195984,-0.19926868601196113,0.030851861197025026,1.5545882207422015,-1.0444867834043865,-0.07412004479129025,0.0
-1.6073811995795888,-0.25168609151460875,1.1901703391129925,-1.4749076042174856,0.33380308171123446,0.15205417092511633,0.9640227032053773,0.3234928577305692,0.37042939383541806,-0.34529796056870043,-1.0444867834043865,-0.07412004479129025,2.21046980408624
